Index,Taxon,Name_in_tree,Clade,Subclade,Subclade_2,Max_age,Min_age,FL,FC,FML,FAP,TL_TLE,TC,HL,HC,HML,HAP,RC,RL_RLE,MtL,Source,Age/notes,Juvenile,Bonebed,Institution,Specimen,FCoval,HCoval,FCe,FCe_meserr,FCe_method,HCe,HCe_meserr,HCe_method,Mass,Mass_lse (log10)
131,Kotasaurus_yamanpalliensis,Kotasaurus,Sauropodomorpha,Sauropoda,Sauropoda,Early_Jurassic,Early_Jurassic,1170,NA,160,80,680,NA,750,NA,110,70,NA,720,NA,"Yadagiri 1988; Yadagiri 2001 mentioned larger elements (FL =1390; HL=850), but did not provide more complete measurements",bonebed,0,1,SR/PAL,,387.54,286.24,423.79,0.0201,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,300.64,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,5735.658352,0.194544687
818,Kritosaurus_navajovius,Kritosaurus_navajovius,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1045,NA,NA,NA,943,NA,NA,NA,NA,NA,NA,NA,363,Lull and Wright 1942,"holotype has no limbs, skull length is as reconstructed, quadrate length 515mm; limb measurements based on that given by Jones et al 2000, name was given in quotation marks; mature; Prieto-Marquez 2013",0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5799,NA,NA,404.62,0.0414,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,NA,NA,NA,NA,NA
457,Kryptops_palaios,not,Theropoda,Ceratosauria,Ceratosauria,Aptian,Albian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partial maxilla only; Sereno & Brusatte 2008; Carrano et al. 2012,,0,0,"MNN, Musée National du Niger, Niamey, Republic of Niger",MNN GAD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,Kundurosaurus_nagornyi,Kundurosaurus_nagornyi,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Maastrichtian,Late_Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607,NA,Godefroit et al. 2012b,"bonebed material, humerus present but is small, 303 mm in length",0,1,"AENM, Amur Natural History Museum, Blagoveschensk, Russia",AENM 2/904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,Kunmingosaurus,not,Sauropodomorpha,Sauropoda,Sauropoda,Hettangian,Sinemurian,880,NA,120,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,,,353.82,NA,321.4,0.0205,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,306.66,0.035111247,HC_for_quadrupedal_sauropodomorphs_using_FCe,3873.824542,0.213318219
458,Kuszholia,not,Theropoda,Avialae,Avialae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vertebra,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,Labocania_anomala,not,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Campanian,Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skeletal fragments; Molnar 1974,,0,0,"LACM, Los Angeles County Museum, California, USA",LACM 20877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,Laevisuchus_indicus,Laevisuchus,Theropoda,Ceratosauria,Ceratosauria,Maastrichtian,Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 cervicals and 1 dorsal vertebrae; Huene & Matley 1933,,0,0,"GSI, Geological Survey of India, Kolkata (Calcutta), India","GSI K20/614, K20/613, K27/696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
983,Lagerpeton_chanarensis,Lagerpeton_chanarensis,Dinosauromorpha,Dinosauromorpha,Dinosauromorpha,Ladinian,Ladinian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sereno & Arcucci 1994a; Nesbitt et al. 2009; PVL 4619,,0,0,"PVL, Fundación-Instituto Miguel Lillo, Universidad Nacional de Tucumán, Tucumán, Argentina",PVL 4619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,Lambeosaurus_clavintialis,Lambeosaurus_clavintialis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1050,NA,NA,114.6,1045,NA,520,NA,NA,84,NA,616,300,CMN 8703 (NEC); Lull and Wright 1942; Evans 2010,"Check publication for material, cannot find the forelimb elements; mature",0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 8703,NA,NA,406.77,0.0414,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,310.67,0.0475,HC_for_quadrupedal_iguanodontians_using_HAP_and_equation_.34.,5584.784675,0.289900216
821,Lambeosaurus_lambei,Lambeosaurus_lambei,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1052.5,367.5,116.1,104.7,900,338,522.5,225,74.8,62.4,138,305,378,ROM 1218 (NEC/MTC); Evans 2010,mature,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 1218,347.06,215.95,367.5,0,measured,225,0,measured,3300.256187,0.152358713
822,Lambeosaurus_magnicristatus,Lambeosaurus_magnicristatus,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1000,NA,NA,102.8,1010,NA,482,NA,60.7,53.5,NA,625,371,TMP 66.4.1 (MTC); Evans 2010,mature,0,0,"TMP, Royal Tyrrell Museum of Paleontology, Drumheller, Canada",TMP 66.4.1,NA,179.56,385.35,0.0414,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,187.83,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,3012.764326,0.246446093
461,Lametasaurus_indicus,not,Theropoda,Ceratosauria,Ceratosauria,Maastrichtian,Maastrichtian,NA,NA,NA,NA,580,355,NA,NA,NA,NA,NA,NA,NA,Matley 1924,,0,0,,,NA,NA,430.62,0.0426,FC_for_bipedal_dinosaurs_using_TC_and_equation_.7.,NA,NA,NA,3558.947286,0.206066106
133,Lamplughsaura_dharmarensis,Lamplughsaura,Sauropodomorpha,Sauropoda,Sauropoda,Sinemurian,Sinemurian,630,NA,80,NA,525,NA,535,NA,60,NA,NA,NA,NA,"Kutty et al. 2007; ISI R257 (holotype, largest individual, and only individual with humeri and femora)",near adult',0,0,"ISI, Indian Statistical Institute",ISI R257,NA,NA,217.66,0.0213,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,180.79,0.0326,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,1108.674981,0.1989623
823,Lanzhousaurus_magnidens,Lanzhousaurus_magnidens,Ornithischia,Iguanodontia,Iguanodontia,Early_Cretaceous,Early_Cretaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,You et al. 2005b,no limbs; Very Partial appendicular skeleton; dentary length 670 mm,0,0,"GSLTZ, Fossil Research and Development Center of the Third Geology and Mineral Resources Exploration Academy of Gansu Province, China",GSLTZP01-001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Laplatasaurus_araukanicus,not,Sauropodomorpha,Titanosauria,Titanosauria,Late_Campanian,Early_Maastrichtian,NA,NA,NA,NA,660,263,NA,NA,NA,NA,NA,NA,NA,"Lectotype (DE): fibula length 640, circumference, 195",,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,Lapparentosaurus_madagascariensis,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Bathonian,Bathonian,611,231,87,60,385,NA,505,202,66,58,NA,420,NA,"MNHN MAA 164 (humerus), 67 (femur); Ogier (1975), Bonaparte (1986); a larger specimen (MNHN Damparis; MTC) has FL=1460, Fap=110, FC=210; TL=870, MTl=230; HL=1330; Hml=169; UL=900; RL=880","juvenile, bonebed",1,1,"MNHN, Musee Nationale d'Histoire Naturelle, Paris, France","MNHN MAA 164 (humerus), 67 (femur)",232.86,194.98,231,0,measured,202,0,measured,1393.453418,0.150826046
462,Lectavis_bretincola,not,Theropoda,Avialae,Avialae,Late_Campanian,Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,"Chiappe 1993; PVL 4021, tarsometatarsus, proximal width 15, distal width 14.3",,0,0,"PVL, Fundación-Instituto Miguel Lillo, Universidad Nacional de Tucumán, Tucumán, Argentina",PVL 4021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,Lenesornis_maltshavskyi,not,Theropoda,Avialae,Avialae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partial synsacrum,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Leonerasaurus_taquetrensis,Leonerasaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_2,Early_Jurassic,Early_Jurassic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,Leptoceratops_gracilis,Leptoceratops_gracilis,Ornithischia,Ceratopsia,Ceratopsia_3,Late_Maastrichtian,Late_Maastrichtian,244,162,NA,NA,219,NA,295,117,NA,NA,68,196,NA,AMNH 5205 (DCE),,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5205,NA,NA,162,0,measured,117,0,measured,416.1950678,0.150536423
464,Leptorhynchos,Leptorhynchos,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,"ROM 781, tarsometatarsus",,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,Leshansaurus_qianweiensis,Leshansaurus,Theropoda,Megalosauroidea,Megalosauroidea,Oxfordian,Early_Kimmeridgian,600,NA,74,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,Li et al. 2009; femoral mediolateral shaft width measured from figure; QW 200701,,0,0,"QW, Giant Buddha Temple Museum, Leshan, China",QW 200701,NA,NA,234.24,0.0376,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,667.2935579,0.186084925
825,Lesothosaurus_diagnosticus,Lesothosaurus_diagnosticus,Ornithischia,Ornithischia,Ornithischia,Hettangian,Sinemurian,102,43,11.6,12.1,129,32.5,65,20,NA,NA,NA,37,67,BMNH RUB17 (RBJB),Femur and Humerus measurements from RBJB; other circumference measurements from Carrano's dataset; other lengths from Butler 2005; diameters from Butler 2010,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH RUB17,37.23,NA,43,0,measured,20,0,measured,6.314028046,0.135
136,Lessemsaurus_sauropoides,Lessemsaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_3,Norian,Norian,830,345,122,94,NA,NA,485,NA,52,NA,NA,NA,NA,"Pol & Powell 2007; PVL 4822; 4822 ? 53 (humerus, possibly of smaller individual); PVL 4822 ? 64, 4822 ? 65 (femora); measured from figures and PDM (PVL 4822/65, /53)",bonebed,0,1,PVL,PVL 4822,340.72,NA,345,0,measured,158.85,0.0328,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,2113.648644,0.192141088
826,Levnesovia_transoxiana,Levnesovia_transoxiana,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Turonian,Late_Turonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sues and Averianov 2009a,"postcranial material not well known, very partial; mature; Sues et al 2009",0,0,"USNM, United States National Museum, Washington DC, USA",USNM 538191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
987,Lewisuchus_admixtus,Lewisuchus_admixtus,Dinosauromorpha,Dinosauromorpha,Dinosauromorpha,Ladinian,Ladinian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Romer 1972,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,Leyesaurus_marayensis,Leyesaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Hettangian,Sinemurian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apaldetti et al. 2011; PVSJ 706; transverse width of humeral head = 19 mm,,0,0,"PVSJ, Instituto y Museo de Ciencias Naturales, Universidad Nacional de San Juan, Argentina",PVSJ 706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,Liaoceratops_yanzigouensis,Liaoceratops_yanzigouensis,Ornithischia,Ceratopsia,Ceratopsia_2,Early_Aptian,Early_Aptian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xu et al. 2002,skull only,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,Liaoningornis_longiditris,Liaoningornis,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,27,NA,2.35,NA,32.2,NA,NA,NA,NA,NA,NA,NA,15.4,Hou 1997; O'Connor 2012; IVPP V11303,unknown ontogenetic stage,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V11303,NA,NA,8.85,0.0397,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,0.081817547,0.181980604
467,Ligabueino_andesi,not,Theropoda,Ceratosauria,Ceratosauria,Barremian,Early_Aptian,64,15,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACN-N 42 (DE); Bonaparte 1996; MACN-N 42; anteroposterior femoral diameter estimated based on proportions of Masiakasaurus,juvenile,1,0,"MACN, Museo Argentino de Ciencias Naturales, Buenos Aires, Argentina",MACN-N 42,NA,NA,15,0,measured,NA,NA,NA,0.34901316,0.135
139,Ligabuesaurus_leanzai,Ligabuesaurus,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Late_Aptian,Albian,1660,640,250,NA,1040,NA,1490,510,180,NA,NA,NA,220,Bonaparte et al. 2006; MCF-PVPH-233; M. Lamanna PhD thesis,,0,0,"MCF-PVPH, Museo ""Carmen Funes"", Plaza Huincul, Neuquen Province, Argentina",MCF-PVPH-233,NA,NA,640,0,measured,510,0,measured,20434.81014,0.152620494
468,Liliensternus_liliensterni,Liliensternus,Theropoda,basal_theropod,basal_theropod,Rhaetian,Rhaetian,424,110,31.1,37.8,414.5,101,200,NA,NA,NA,NA,150,220,Huene 1934; HMN R1291(larger individual),,0,0,"MB, Museum für Naturkunde, Berlin, Germany",MB R1291,108.48,NA,110,0,measured,NA,NA,NA,83.52383562,0.135
140,Limaysaurus_tessonei,Limaysaurus,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Early_Cenomanian,Early_Cenomanian,1440,NA,220,NA,850,NA,900,NA,139,76,NA,690,200,MUCPv-205 (PDM); Calvo & Salgado 1995; Calvo 1999; MUCPv-205,,0,0,"MUCPv, Museo de Geología y Paleontología de la Universidad Nacional del Comahue, Neuquén, Argentina",MUCPv-205,NA,345.01,575.57,0.0201,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,362.96,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,11688.16211,0.196253041
469,Limenavis_patagonica,Limenavis,Theropoda,Avialae,Avialae,Late_Campanian,Early_Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clarke & Chiappe 2001; pectoral limb fragments,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,Limusaurus_inextricabilis,Limusaurus,Theropoda,Ceratosauria,Ceratosauria,Oxfordian,Oxfordian,210,NA,NA,20,239.04,NA,85,NA,NA,NA,NA,45,155,IVPP V 15923 (JNC); Xu et al. 2009; femoral anteroposterior shaft diameter measured from figure; femoral mediolateral diameter estimated based on proportions of Masiakasaurus,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V 15923,NA,NA,65.81227274,0.0485,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,20.34613079,0.203079746
471,Linhenykus_monodactylus,Linhenykus,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Late_Campanian,Late_Campanian,70,NA,8,NA,97.5,NA,NA,NA,NA,NA,NA,NA,71,Xu et al. 2011; IVPP V17608,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V17608,NA,NA,28.32,0.0381,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,2.002869311,0.184555944
472,Linheraptor_exquisitus,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Late_Campanian,225,NA,NA,NA,255,NA,157,NA,NA,NA,NA,106,125,IVPP V16923 (JNC),,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V16923,NA,NA,65.95,0.0582,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,20.46340723,0.230718549
670,Linhevenator_tani,Linhevenator,Theropoda,Troodontidae,Troodontidae,Late_Campanian,Late_Campanian,240,NA,22,NA,NA,NA,95,NA,11,NA,NA,NA,150,Xu et al . 2011,,0,0,"LH, Long Hao Institute of Geology and
Paleontology, Hohhot, Inner Mongolia, China",LH V0021,NA,NA,74.02,0.0376,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,28.10682954,0.181148255
141,Lirainosaurus_astibiae,Lirainosaurus,Sauropodomorpha,Titanosauria,Titanosauria,Campanian,Campanian,680,NA,90,51,NA,NA,550,NA,96,39,NA,NA,NA,"MCNA 7461 (humerus), 7468 (femur) (PDM); Sanz et al. 1999",bonebed; adult (Company 2010),0,1,"MCNA, Museo de Ciencas Naturales de Alava, Spain","MCNA 7461, 7468",225.74,221.62,243.75,0.021,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,232.26,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,1807.864775,0.193532195
473,Lonchodytes_estesi,not,Theropoda,Avialae,Avialae,Late_Maastrichtian,Late_Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brodkorb 1963; distal tarsometatarsus only, maximum width = 12.5 mm",,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,Longchengornis_sanyanensis,not,Theropoda,Avialae,Avialae,121,119.4,26,NA,2.6,NA,32.64,NA,27.6,NA,12,NA,NA,29,23,Hou 1997; IVPP V10530; measured from figure,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V10530,NA,NA,9.74,0.0395,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,0.106478087,0.177896625
676,Longicrusavis_houi,Longicrusavis,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,24.3,NA,2.17,NA,36.096,NA,26,NA,NA,NA,NA,24,21,O'Connor et al 2010; PKUP-V1069,adult,0,0,PKUP,PKUP-V1069,NA,NA,8.2,0.0398,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,0.066338236,0.178766886
475,Longipteryx_chaoyangensis,Longipteryx,Theropoda,Avialae,Avialae,121,119.4,30,NA,NA,3.2,28.896,NA,43,NA,NA,NA,NA,45,20,Zhang et al. 2001; Zhou et al. 2006; O'Connor et al. 2011,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12325,NA,NA,9.969258089,0.0516,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.113511219,0.198215274
476,Longirostravis_hani,Longirostravis,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,20,NA,1.8,NA,24.096,NA,24,NA,NA,NA,NA,25,14,Hou et al 2004; O'Connor et al. 2011,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V11309,NA,NA,6.87,0.0401,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,0.040781299,0.180210314
828,Lophorhothon_atopus,Lophorhothon_atopus,Ornithischia,Hadrosauroidea,Hadrosauroidea,Early_Campanian,Early_Campanian,616,211,78.3,45,574,180,NA,NA,NA,NA,NA,NA,237.5,CNHM P27383 (MTC),immature; Langston 1960,1,0,"FMNH, Field Museum of Natural History, Chicago, U.S.A",FMNH P27383,197.23,NA,211,0,measured,NA,NA,NA,NA,NA
477,Lophostropheus_airlensis,not,Theropoda,basal_theropod,basal_theropod,Rhaetian,Hettangian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fragmentary pubis and ilium, plus vertebrae; Larsonneur & Lapparent 1966; Ezcurra & Cuny 2007",,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,Loricatosaurus_priscus,Loricatosaurus_priscus,Ornithischia,Stegosauria,Stegosauria,Middle_Callovian,Middle_Callovian,900,300,115,80,NA,232,535,261,85,66,NA,NA,NA,BMNH R3167 (RBJB),Ulna length from Maidment et al. 2008,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R3167,308.78,238.13,300,0,measured,261,0,measured,2840.00615,0.153387245
142,Losillasaurus_giganteus,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Middle_Tithonian,Early_Berriasian,NA,NA,NA,NA,NA,NA,1430,NA,265,158,NA,NA,NA,Lo-7 (PDM-measurements for humerus the same as for Lo-7 in Casanovas et al. 2001); Casanovas et al. 2001; Lo-5,,0,0,Lo,Lo-5,NA,675.12,846.05,0.043258436,FC_for_quadrupedal_sauropodomorphs_using_HCe,714.39,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,47291.98182,0.223585152
478,Lourinhanosaurus_antunesi,not,Theropoda,Allosauroidea,Allosauroidea,Late_Kimmeridgian,Early_Tithonian,430,161,50,46,NA,155,NA,NA,NA,NA,NA,NA,NA,ML 370,,0,0,"ML, Lourinha Museum, Lourinha, Portugal",ML 370,150.86,NA,161,0,measured,NA,NA,NA,238.0318244,0.135
143,Lourinhasaurus_alenquerensis,Lourinhasaurus,Sauropodomorpha,Macronaria,Macronaria,Late_Kimmeridgian,Early_Tithonian,1740,785,300,199,1100,NA,1500,547,185,155,NA,1010,NA,MIGM specimen (PDM); Lapparent & Zbyszewshi 1957; Anderson et al. 1985; Dantas et al.  1998,,0,0,"MIGM, Museu Geológico do Instituto Geológico e Mineiro",MIGM,791.88,535.11,785,0,measured,547,0,measured,30605.05483,0.154003968
479,Luanchuanraptor_henanensis,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Campanian,Maastrichtian,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,measured from figures in Lü et al. 2007,,0,0,"HGM, Henan Geological Museum","HGM, 41HIII-0100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Lufengosaurus_magnus,Lufengosaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Hettangian,Sinemurian,740,365,115,NA,560,NA,430,NA,75,NA,NA,213,290,Young 1947; IVPP V82,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V82,NA,NA,365,0,measured,NA,NA,NA,2259.011976,0.135
830,Lurdusaurus_arenatus,not,Ornithischia,Iguanodontia,Iguanodontia,Aptian,Albian,910,457,NA,NA,777,NA,632,276,NA,NA,167,340,109,MNHN GDF 1700 (NEC),forelimb measurements from cast at IRSNB; skull length is an estimate in Taquet and Russell 1999; mature; large size: You et al. 2005,0,0,"MNHN, Musee Nationale d'Histoire Naturelle, Paris, France",MNHN GDF 1700,NA,NA,457,0,measured,276,0,measured,5924.141568,0.153405781
145,Lusotitan_atalaiensis,Lusotitan,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Late_Kimmeridgian,Early_Tithonian,NA,NA,NA,NA,1120,NA,2050,NA,230,140,NA,1130,NA,"IGM specimen (PDM); Lapparent & Zbyszewshi 1957; Antunes & Mateus 2003; MTC has data for a femur with FL =2000, Fap=410",,0,0,"MIGM, Museu Geológico do Instituto Geológico e Mineiro","MIGM 4798, 4801-10, 4938, 4944, 4950, 4952, 4958, 4964-6, 4981-2, 4985, 8807, 8793-5)",NA,589.82,741.81,0.042855856,FC_for_quadrupedal_sauropodomorphs_using_HCe,623.4,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,32748.96034,0.22500982
831,Lycorhinus_angustidens,Lycorhinus_angustidens,Ornithischia,Ornithischia,Ornithischia,Hettangian,Sinemurian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haughton 1924,"Only a partial lower jaw, considered to be a nomen dubia by Charig and Crompton 1974. Canine crown height: 19.5 mm; 7mm long @base",0,0,"SAM, South African Iziko Museum, Capetown, South Africa",SAM K337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,Machairasaurus_leptonychus,Machairasaurus,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Longrich et al. 2010; IVPP V15979,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,Macrogryphosaurus_gondwanicus,Macrogryphosaurus_gondwanicus,Ornithischia,Iguanodontia,Iguanodontia,Middle_Coniacian,Late_Coniacian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calvo et al. 2007,No limbs or skull only partial axial skeleton; immature; Calvo et al 2007,1,0,"MUCP, Museo Argentino de Ciencas Naturales, Universidad Nacional del Comahue, Argentina",MUCPv-321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,Magnapaulia_laticaudus,Magnapaulia_laticaudus,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1280,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,Prieto-Marquez et al. 2012,mature,0,0,"LACM, Los Angeles County Museum, California, USA",LACM 17712,NA,NA,506.66,0.0416,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,332.44,0.0523,HC_for_quadrupedal_iguanodontians_using_HL_and_equation_.35.,8590.843808,0.320518864
834,Magnirostris_dodsoni,not,Ornithischia,Ceratopsia,Ceratopsia_3,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,You and Dong 1983,"no postcrania, skull basal length: 330 mm",0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V 12513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,Magnosaurus_nethercombensis,Magnosaurus,Theropoda,Megalosauroidea,Megalosauroidea,Early_Bajocian,Early_Bajocian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benson, 2010b (estimated from Piatnitzkysaurus tibia)",,0,0,"OUMNH, Oxford University Museum of Natural History, Oxford, UK",OUMNH J.12143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Magyarosaurus_dacus,Magyarosaurus,Sauropodomorpha,Titanosauria,Titanosauria,Maastrichtian,Maastrichtian,475,180,NA,NA,NA,NA,410,165,NA,NA,NA,NA,NA,"BMNH R3856, R3855 (DE); bonebed, but proportions consistent with a single-size of individual",bonebed,0,0,"BMNH, Natural History Museum, London, United Kingdom","BMNH R3856 (femur), R3855 (humerus)",NA,NA,180,0,measured,165,0,measured,746.1443293,0.151828925
